No	Xt-EHR resource	Xt-EHR field	Xt-EHR cardinality	Xt-EHR description	ExtEHR type	Xt-EHR binding	Xt-EHR source	R5 Mapped Resource	R5 Mapped Field	R5 Relation				R5 Comments	R5 Needs work	R5 Producer Obligation	R5 Consumer Obligation	R5 Composition section	R4 Mapped Resource	R4 Mapped Field	R4 EQ				R4 Modeling	R4 Needs work	R4 Producer Obligation	R4 Consumer Obligation	R4 Composition section	
419	EHDSEndpoint	status	1..1	Status of the endpoint (e.g. active, limited).	CodeableConcept	HL7 Endpoint Status (preferred)	Status of the endpoint (e.g. active, limited).	EuEndpoint	status	EQ											EQ									
420	EHDSEndpoint	connectionType	1..*	A coded value that represents the technical details of the usage of this endpoint, such as what WSDLs should be used in what way.	CodeableConcept		A coded value that represents the technical details of the usage of this endpoint, such as what WSDLs should be used in what way.	EuEndpoint	connectionType	EQ											EQ									
421	EHDSEndpoint	name	0..1	A friendly name that this endpoint can be referred to with.	string		A friendly name that this endpoint can be referred to with.	EuEndpoint	name	EQ											EQ									
422	EHDSEndpoint	managingOrganisation	0..1	The organisation that provides technical management services for this endpoint.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation		The organisation that provides technical management services for this endpoint.	EuEndpoint	managingOrganization	EQ		EuOrganization									EQ		EuOrganization							
423	EHDSEndpoint	payload	0..*	The set of payloads that are provided/available at this endpoint.	Base		The set of payloads that are provided/available at this endpoint.	EuEndpoint	payload	EQ											EQ									
424	EHDSEndpoint	payload.type	0..*	The type of content that may be used at this endpoint.	CodeableConcept		The type of content that may be used at this endpoint.	EuEndpoint	payload.type	EQ											EQ									
425	EHDSEndpoint	payload.mimeType	0..*	The mime type to send the payload in (e.g. application/fhir+xml, application/fhir+json).	CodeableConcept	BCP-13 (preferred)	The mime type to send the payload in (e.g. application/fhir+xml, application/fhir+json).	EuEndpoint	payload.mimeType	EQ											EQ									
426	EHDSEndpoint	payload.profileCanonical	0..*	The FHIR profile that is expected at this endpoint. It describes the resources that are handled, or even simply which resource types.	uri		The FHIR profile that is expected at this endpoint. It describes the resources that are handled, or even simply which resource types.							lt refers to resources and logical models retrieved by an endpoint url. This is not the typical use of an Endpoint resource but more typically associated with Attachements.											lt refers to resources and logical models retrieved by an endpoint url. This is not the typical use of an Endpoint resource but more typically associated with Attachements.					
427	EHDSEndpoint	payload.profileUri	0..*	The profile (as a URI) that is expected at this endpoint when not represented using a FHIR profile.	uri		The profile (as a URI) that is expected at this endpoint when not represented using a FHIR profile.							lt refers to resources and logical models retrieved by an endpoint url. This is not the typical use of an Endpoint resource but more typically associated with Attachements.											lt refers to resources and logical models retrieved by an endpoint url. This is not the typical use of an Endpoint resource but more typically associated with Attachements.					
428	EHDSEndpoint	address	1..1	The URI that describes the actual end-point to connect to.	uri		The URI that describes the actual end-point to connect to.	EuEndpoint	address	EQ											EQ									
429	EHDSEndpoint	header	0..*	Additional headers / information to send as part of the notification. Usage depends on the channel type.	string		Additional headers / information to send as part of the notification. Usage depends on the channel type.	EuEndpoint	header	EQ											EQ									
430	EHDSHealthProfessional		0..*	Model for information about a health professional.			Health professional model	EuPractitioner																						
431	EHDSHealthProfessional		0..*	Model for information about a health professional.			Health professional model	EuPractitionerRole	practitioner																					
432	EHDSHealthProfessional	identifier	0..*	An identifier of the health professional that is unique within a defined scope. Example: National health professional ID. Multiple identifiers could be provided.	Identifier		An identifier of the health professional that is unique within a defined scope. Example: National health professional ID. Multiple identifiers could be provided.	EuPractitioner	identifier	EQ											EQ									
433	EHDSHealthProfessional	name	0..1	Name of the health professional that has been treating or taking responsibility for the patient.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHumanName		Name of the health professional that has been treating or taking responsibility for the patient.	EuPractitioner	name	EQ		-									EQ		-							
434	EHDSHealthProfessional	address	0..*	Mailing and office or home addresses. The addresses are always sequences of address parts (e.g. street address line, country, postcode, city) even if postal address formats may vary depending on the country. An address may or may not include a specific use code, if this attribute is not present it is assumed to be the default address useful for any purpose.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAddress		Mailing and office or home addresses. The addresses are always sequences of address parts (e.g. street address line, country, postcode, city) even if postal address formats may vary depending on the country. An address may or may not include a specific use code, if this attribute is not present it is assumed to be the default address useful for any purpose.	EuPractitioner	address	EQ		-									EQ		-							
435	EHDSHealthProfessional	telecom	0..*	Telecommunication contact information (addresses) associated with a person, such as phone number, email, or messaging service. Multiple telecommunication addresses might be provided.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSTelecom		Telecommunication contact information (addresses) associated with a person, such as phone number, email, or messaging service. Multiple telecommunication addresses might be provided.	EuPractitioner	telecom	EQ		-									EQ		-							
